Context,Code,Occupation
79,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
79,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
79,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
79,43-3021.00,Billing and Posting Clerks
79,25-2032.00,"Career/Technical Education Teachers, Secondary School"
79,47-2061.00,Construction Laborers
79,39-4011.00,Embalmers
79,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
79,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
79,17-1022.01,Geodetic Surveyors
79,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
79,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
79,47-3016.00,Helpers--Roofers
79,43-9041.00,Insurance Claims and Policy Processing Clerks
79,27-1026.00,Merchandise Displayers and Window Trimmers
79,19-1022.00,Microbiologists
79,53-5022.00,Motorboat Operators
79,25-4013.00,Museum Technicians and Conservators
79,51-4062.00,"Patternmakers, Metal and Plastic"
79,51-7032.00,"Patternmakers, Wood"
79,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
79,11-9141.00,"Property, Real Estate, and Community Association Managers"
79,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
79,19-4099.03,Remote Sensing Technicians
79,17-3024.01,Robotics Technicians
79,47-2181.00,Roofers
79,19-4061.00,Social Science Research Assistants
79,47-2152.04,Solar Thermal Installers and Technicians
79,29-1229.06,Sports Medicine Physicians
79,53-7065.00,Stockers and Order Fillers
79,25-9044.00,"Teaching Assistants, Postsecondary"
79,47-2044.00,Tile and Stone Setters
78,53-6031.00,Automotive and Watercraft Service Attendants
78,53-6051.01,Aviation Inspectors
78,35-3023.01,Baristas
78,51-8091.00,Chemical Plant and System Operators
78,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
78,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
78,15-1241.00,Computer Network Architects
78,43-5021.00,Couriers and Messengers
78,43-4031.00,"Court, Municipal, and License Clerks"
78,25-1053.00,"Environmental Science Teachers, Postsecondary"
78,27-1022.00,Fashion Designers
78,13-2099.04,"Fraud Examiners, Investigators and Analysts"
78,17-2112.01,Human Factors Engineers and Ergonomists
78,13-1075.00,Labor Relations Specialists
78,43-4131.00,Loan Interviewers and Clerks
78,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
78,43-4141.00,New Accounts Clerks
78,33-3041.00,Parking Enforcement Workers
78,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
78,19-2012.00,Physicists
78,51-8013.00,Power Plant Operators
78,53-5031.00,Ship Engineers
78,33-3052.00,Transit and Railroad Police
78,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
77,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
77,19-1011.00,Animal Scientists
77,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
77,25-1052.00,"Chemistry Teachers, Postsecondary"
77,53-7011.00,Conveyor Operators and Tenders
77,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
77,33-3031.00,Fish and Game Wardens
77,47-4041.00,Hazardous Materials Removal Workers
77,47-3012.00,Helpers--Carpenters
77,25-4031.00,Library Technicians
77,29-2035.00,Magnetic Resonance Imaging Technologists
77,17-3027.00,Mechanical Engineering Technologists and Technicians
77,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
77,19-1029.02,Molecular and Cellular Biologists
77,51-9083.00,Ophthalmic Laboratory Technicians
77,43-5051.00,Postal Service Clerks
77,43-9111.00,Statistical Assistants
77,53-6041.00,Traffic Technicians
77,17-2199.10,Wind Energy Engineers
76,19-2011.00,Astronomers
76,49-2091.00,Avionics Technicians
76,51-9162.00,Computer Numerically Controlled Tool Programmers
76,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
76,43-9021.00,Data Entry Keyers
76,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
76,47-2111.00,Electricians
76,47-4031.00,Fence Erectors
76,19-4092.00,Forensic Science Technicians
76,19-1029.03,Geneticists
76,47-2073.00,Operating Engineers and Other Construction Equipment Operators
